SA2_16_CODE,SA2_16,LGA_24_CODE,LGA_24,Ratio,Mode,Persons
101021007,Braidwood,16490,Queanbeyan-Palerang,0.9317307,Train,8
101021007,Braidwood,16490,Queanbeyan-Palerang,0.9317307,Bus,18
101021007,Braidwood,16490,Queanbeyan-Palerang,0.9317307,Ferry,0
101021007,Braidwood,16490,Queanbeyan-Palerang,0.9317307,Tram,0
101021007,Braidwood,16490,Queanbeyan-Palerang,0.9317307,Taxi,0
101021007,Braidwood,16490,Queanbeyan-Palerang,0.9317307,"Car, as driver",947
101021007,Braidwood,16490,Queanbeyan-Palerang,0.9317307,"Car, as passenger",70
101021007,Braidwood,16490,Queanbeyan-Palerang,0.9317307,Truck,42
101021007,Braidwood,16490,Queanbeyan-Palerang,0.9317307,Motorbike/scooter,4
101021007,Braidwood,16490,Queanbeyan-Palerang,0.9317307,Bicycle,4
101021007,Braidwood,16490,Queanbeyan-Palerang,0.9317307,Walked only,112
101021007,Braidwood,16490,Queanbeyan-Palerang,0.9317307,Other Mode,20
101021007,Braidwood,16490,Queanbeyan-Palerang,0.9317307,Worked at home,224
101021007,Braidwood,16490,Queanbeyan-Palerang,0.9317307,Did not go to work,163
101021007,Braidwood,16490,Queanbeyan-Palerang,0.9317307,Not stated,36
101021007,Braidwood,16490,Queanbeyan-Palerang,0.9317307,Not applicable,1581
101021007,Braidwood,16490,Queanbeyan-Palerang,0.9317307,Total,3225
101021008,Karabar,16490,Queanbeyan-Palerang,1,Train,8
101021008,Karabar,16490,Queanbeyan-Palerang,1,Bus,60
101021008,Karabar,16490,Queanbeyan-Palerang,1,Ferry,4
101021008,Karabar,16490,Queanbeyan-Palerang,1,Tram,0
101021008,Karabar,16490,Queanbeyan-Palerang,1,Taxi,13
101021008,Karabar,16490,Queanbeyan-Palerang,1,"Car, as driver",3157
101021008,Karabar,16490,Queanbeyan-Palerang,1,"Car, as passenger",291
101021008,Karabar,16490,Queanbeyan-Palerang,1,Truck,37
101021008,Karabar,16490,Queanbeyan-Palerang,1,Motorbike/scooter,41
101021008,Karabar,16490,Queanbeyan-Palerang,1,Bicycle,16
101021008,Karabar,16490,Queanbeyan-Palerang,1,Walked only,59
101021008,Karabar,16490,Queanbeyan-Palerang,1,Other Mode,14
101021008,Karabar,16490,Queanbeyan-Palerang,1,Worked at home,75
101021008,Karabar,16490,Queanbeyan-Palerang,1,Did not go to work,358
101021008,Karabar,16490,Queanbeyan-Palerang,1,Not stated,51
101021008,Karabar,16490,Queanbeyan-Palerang,1,Not applicable,2438
101021008,Karabar,16490,Queanbeyan-Palerang,1,Total,6622
101021009,Queanbeyan,16490,Queanbeyan-Palerang,1,Train,9
101021009,Queanbeyan,16490,Queanbeyan-Palerang,1,Bus,136
101021009,Queanbeyan,16490,Queanbeyan-Palerang,1,Ferry,0
101021009,Queanbeyan,16490,Queanbeyan-Palerang,1,Tram,0
101021009,Queanbeyan,16490,Queanbeyan-Palerang,1,Taxi,14
101021009,Queanbeyan,16490,Queanbeyan-Palerang,1,"Car, as driver",4043
101021009,Queanbeyan,16490,Queanbeyan-Palerang,1,"Car, as passenger",362
101021009,Queanbeyan,16490,Queanbeyan-Palerang,1,Truck,42
101021009,Queanbeyan,16490,Queanbeyan-Palerang,1,Motorbike/scooter,68
101021009,Queanbeyan,16490,Queanbeyan-Palerang,1,Bicycle,52
101021009,Queanbeyan,16490,Queanbeyan-Palerang,1,Walked only,240
101021009,Queanbeyan,16490,Queanbeyan-Palerang,1,Other Mode,17
101021009,Queanbeyan,16490,Queanbeyan-Palerang,1,Worked at home,94
101021009,Queanbeyan,16490,Queanbeyan-Palerang,1,Did not go to work,462
101021009,Queanbeyan,16490,Queanbeyan-Palerang,1,Not stated,56
101021009,Queanbeyan,16490,Queanbeyan-Palerang,1,Not applicable,3561
101021009,Queanbeyan,16490,Queanbeyan-Palerang,1,Total,9169
101021010,Queanbeyan - East,16490,Queanbeyan-Palerang,1,Train,7
101021010,Queanbeyan - East,16490,Queanbeyan-Palerang,1,Bus,49
101021010,Queanbeyan - East,16490,Queanbeyan-Palerang,1,Ferry,5
101021010,Queanbeyan - East,16490,Queanbeyan-Palerang,1,Tram,0
101021010,Queanbeyan - East,16490,Queanbeyan-Palerang,1,Taxi,7
101021010,Queanbeyan - East,16490,Queanbeyan-Palerang,1,"Car, as driver",1897
101021010,Queanbeyan - East,16490,Queanbeyan-Palerang,1,"Car, as passenger",165
101021010,Queanbeyan - East,16490,Queanbeyan-Palerang,1,Truck,23
101021010,Queanbeyan - East,16490,Queanbeyan-Palerang,1,Motorbike/scooter,22
101021010,Queanbeyan - East,16490,Queanbeyan-Palerang,1,Bicycle,23
101021010,Queanbeyan - East,16490,Queanbeyan-Palerang,1,Walked only,102
101021010,Queanbeyan - East,16490,Queanbeyan-Palerang,1,Other Mode,23
101021010,Queanbeyan - East,16490,Queanbeyan-Palerang,1,Worked at home,66
101021010,Queanbeyan - East,16490,Queanbeyan-Palerang,1,Did not go to work,235
101021010,Queanbeyan - East,16490,Queanbeyan-Palerang,1,Not stated,15
101021010,Queanbeyan - East,16490,Queanbeyan-Palerang,1,Not applicable,1339
101021010,Queanbeyan - East,16490,Queanbeyan-Palerang,1,Total,3984
101021011,Queanbeyan Region,16490,Queanbeyan-Palerang,0.9271874,Train,7
101021011,Queanbeyan Region,16490,Queanbeyan-Palerang,0.9271874,Bus,74
101021011,Queanbeyan Region,16490,Queanbeyan-Palerang,0.9271874,Ferry,3
101021011,Queanbeyan Region,16490,Queanbeyan-Palerang,0.9271874,Tram,6
101021011,Queanbeyan Region,16490,Queanbeyan-Palerang,0.9271874,Taxi,12
101021011,Queanbeyan Region,16490,Queanbeyan-Palerang,0.9271874,"Car, as driver",6360
101021011,Queanbeyan Region,16490,Queanbeyan-Palerang,0.9271874,"Car, as passenger",451
101021011,Queanbeyan Region,16490,Queanbeyan-Palerang,0.9271874,Truck,141
101021011,Queanbeyan Region,16490,Queanbeyan-Palerang,0.9271874,Motorbike/scooter,58
101021011,Queanbeyan Region,16490,Queanbeyan-Palerang,0.9271874,Bicycle,24
101021011,Queanbeyan Region,16490,Queanbeyan-Palerang,0.9271874,Walked only,152
101021011,Queanbeyan Region,16490,Queanbeyan-Palerang,0.9271874,Other Mode,50
101021011,Queanbeyan Region,16490,Queanbeyan-Palerang,0.9271874,Worked at home,504
101021011,Queanbeyan Region,16490,Queanbeyan-Palerang,0.9271874,Did not go to work,885
101021011,Queanbeyan Region,16490,Queanbeyan-Palerang,0.9271874,Not stated,89
101021011,Queanbeyan Region,16490,Queanbeyan-Palerang,0.9271874,Not applicable,4558
101021011,Queanbeyan Region,16490,Queanbeyan-Palerang,0.9271874,Total,13376
101021012,Queanbeyan West - Jerrabomberra,16490,Queanbeyan-Palerang,1,Train,5
101021012,Queanbeyan West - Jerrabomberra,16490,Queanbeyan-Palerang,1,Bus,59
101021012,Queanbeyan West - Jerrabomberra,16490,Queanbeyan-Palerang,1,Ferry,4
101021012,Queanbeyan West - Jerrabomberra,16490,Queanbeyan-Palerang,1,Tram,5
101021012,Queanbeyan West - Jerrabomberra,16490,Queanbeyan-Palerang,1,Taxi,14
101021012,Queanbeyan West - Jerrabomberra,16490,Queanbeyan-Palerang,1,"Car, as driver",5520
101021012,Queanbeyan West - Jerrabomberra,16490,Queanbeyan-Palerang,1,"Car, as passenger",417
101021012,Queanbeyan West - Jerrabomberra,16490,Queanbeyan-Palerang,1,Truck,42
101021012,Queanbeyan West - Jerrabomberra,16490,Queanbeyan-Palerang,1,Motorbike/scooter,76
101021012,Queanbeyan West - Jerrabomberra,16490,Queanbeyan-Palerang,1,Bicycle,38
101021012,Queanbeyan West - Jerrabomberra,16490,Queanbeyan-Palerang,1,Walked only,69
101021012,Queanbeyan West - Jerrabomberra,16490,Queanbeyan-Palerang,1,Other Mode,39
101021012,Queanbeyan West - Jerrabomberra,16490,Queanbeyan-Palerang,1,Worked at home,172
101021012,Queanbeyan West - Jerrabomberra,16490,Queanbeyan-Palerang,1,Did not go to work,639
101021012,Queanbeyan West - Jerrabomberra,16490,Queanbeyan-Palerang,1,Not stated,39
101021012,Queanbeyan West - Jerrabomberra,16490,Queanbeyan-Palerang,1,Not applicable,2603
101021012,Queanbeyan West - Jerrabomberra,16490,Queanbeyan-Palerang,1,Total,9728
101031013,Bombala,17040,Snowy Monaro,0.9999875,Train,0
101031013,Bombala,17040,Snowy Monaro,0.9999875,Bus,3
101031013,Bombala,17040,Snowy Monaro,0.9999875,Ferry,0
101031013,Bombala,17040,Snowy Monaro,0.9999875,Tram,0
101031013,Bombala,17040,Snowy Monaro,0.9999875,Taxi,0
101031013,Bombala,17040,Snowy Monaro,0.9999875,"Car, as driver",681
101031013,Bombala,17040,Snowy Monaro,0.9999875,"Car, as passenger",45
101031013,Bombala,17040,Snowy Monaro,0.9999875,Truck,29
101031013,Bombala,17040,Snowy Monaro,0.9999875,Motorbike/scooter,6
101031013,Bombala,17040,Snowy Monaro,0.9999875,Bicycle,0
101031013,Bombala,17040,Snowy Monaro,0.9999875,Walked only,60
101031013,Bombala,17040,Snowy Monaro,0.9999875,Other Mode,15
101031013,Bombala,17040,Snowy Monaro,0.9999875,Worked at home,95
101031013,Bombala,17040,Snowy Monaro,0.9999875,Did not go to work,108
101031013,Bombala,17040,Snowy Monaro,0.9999875,Not stated,19
101031013,Bombala,17040,Snowy Monaro,0.9999875,Not applicable,923
101031013,Bombala,17040,Snowy Monaro,0.9999875,Total,1991
101031014,Cooma,17040,Snowy Monaro,1,Train,6
101031014,Cooma,17040,Snowy Monaro,1,Bus,11
101031014,Cooma,17040,Snowy Monaro,1,Ferry,0
101031014,Cooma,17040,Snowy Monaro,1,Tram,0
101031014,Cooma,17040,Snowy Monaro,1,Taxi,11
101031014,Cooma,17040,Snowy Monaro,1,"Car, as driver",1918
101031014,Cooma,17040,Snowy Monaro,1,"Car, as passenger",190
101031014,Cooma,17040,Snowy Monaro,1,Truck,35
101031014,Cooma,17040,Snowy Monaro,1,Motorbike/scooter,8
101031014,Cooma,17040,Snowy Monaro,1,Bicycle,24
101031014,Cooma,17040,Snowy Monaro,1,Walked only,202
101031014,Cooma,17040,Snowy Monaro,1,Other Mode,27
101031014,Cooma,17040,Snowy Monaro,1,Worked at home,111
101031014,Cooma,17040,Snowy Monaro,1,Did not go to work,307
101031014,Cooma,17040,Snowy Monaro,1,Not stated,46
101031014,Cooma,17040,Snowy Monaro,1,Not applicable,2775
101031014,Cooma,17040,Snowy Monaro,1,Total,5677
101031015,Cooma Region,17040,Snowy Monaro,0.9999788,Train,4
101031015,Cooma Region,17040,Snowy Monaro,0.9999788,Bus,12
101031015,Cooma Region,17040,Snowy Monaro,0.9999788,Ferry,3
101031015,Cooma Region,17040,Snowy Monaro,0.9999788,Tram,0
101031015,Cooma Region,17040,Snowy Monaro,0.9999788,Taxi,0
101031015,Cooma Region,17040,Snowy Monaro,0.9999788,"Car, as driver",948
101031015,Cooma Region,17040,Snowy Monaro,0.9999788,"Car, as passenger",81
101031015,Cooma Region,17040,Snowy Monaro,0.9999788,Truck,25
101031015,Cooma Region,17040,Snowy Monaro,0.9999788,Motorbike/scooter,11
101031015,Cooma Region,17040,Snowy Monaro,0.9999788,Bicycle,0
101031015,Cooma Region,17040,Snowy Monaro,0.9999788,Walked only,75
101031015,Cooma Region,17040,Snowy Monaro,0.9999788,Other Mode,17
101031015,Cooma Region,17040,Snowy Monaro,0.9999788,Worked at home,241
101031015,Cooma Region,17040,Snowy Monaro,0.9999788,Did not go to work,137
101031015,Cooma Region,17040,Snowy Monaro,0.9999788,Not stated,25
101031015,Cooma Region,17040,Snowy Monaro,0.9999788,Not applicable,1153
101031015,Cooma Region,17040,Snowy Monaro,0.9999788,Total,2720
101031016,Jindabyne - Berridale,17040,Snowy Monaro,1,Train,98
101031016,Jindabyne - Berridale,17040,Snowy Monaro,1,Bus,34
101031016,Jindabyne - Berridale,17040,Snowy Monaro,1,Ferry,0
101031016,Jindabyne - Berridale,17040,Snowy Monaro,1,Tram,3
101031016,Jindabyne - Berridale,17040,Snowy Monaro,1,Taxi,4
101031016,Jindabyne - Berridale,17040,Snowy Monaro,1,"Car, as driver",2178
101031016,Jindabyne - Berridale,17040,Snowy Monaro,1,"Car, as passenger",231
101031016,Jindabyne - Berridale,17040,Snowy Monaro,1,Truck,32
101031016,Jindabyne - Berridale,17040,Snowy Monaro,1,Motorbike/scooter,6
101031016,Jindabyne - Berridale,17040,Snowy Monaro,1,Bicycle,25
101031016,Jindabyne - Berridale,17040,Snowy Monaro,1,Walked only,393
101031016,Jindabyne - Berridale,17040,Snowy Monaro,1,Other Mode,72
101031016,Jindabyne - Berridale,17040,Snowy Monaro,1,Worked at home,328
101031016,Jindabyne - Berridale,17040,Snowy Monaro,1,Did not go to work,450
101031016,Jindabyne - Berridale,17040,Snowy Monaro,1,Not stated,49
101031016,Jindabyne - Berridale,17040,Snowy Monaro,1,Not applicable,1812
101031016,Jindabyne - Berridale,17040,Snowy Monaro,1,Total,5711
101041017,Batemans Bay,12750,Eurobodalla,1,Train,0
101041017,Batemans Bay,12750,Eurobodalla,1,Bus,8
101041017,Batemans Bay,12750,Eurobodalla,1,Ferry,0
101041017,Batemans Bay,12750,Eurobodalla,1,Tram,0
101041017,Batemans Bay,12750,Eurobodalla,1,Taxi,4
101041017,Batemans Bay,12750,Eurobodalla,1,"Car, as driver",1757
101041017,Batemans Bay,12750,Eurobodalla,1,"Car, as passenger",156
101041017,Batemans Bay,12750,Eurobodalla,1,Truck,28
101041017,Batemans Bay,12750,Eurobodalla,1,Motorbike/scooter,13
101041017,Batemans Bay,12750,Eurobodalla,1,Bicycle,18
101041017,Batemans Bay,12750,Eurobodalla,1,Walked only,102
101041017,Batemans Bay,12750,Eurobodalla,1,Other Mode,16
101041017,Batemans Bay,12750,Eurobodalla,1,Worked at home,109
101041017,Batemans Bay,12750,Eurobodalla,1,Did not go to work,307
101041017,Batemans Bay,12750,Eurobodalla,1,Not stated,18
101041017,Batemans Bay,12750,Eurobodalla,1,Not applicable,3914
101041017,Batemans Bay,12750,Eurobodalla,1,Total,6452
101041018,Batemans Bay - South,12750,Eurobodalla,1,Train,7
101041018,Batemans Bay - South,12750,Eurobodalla,1,Bus,33
101041018,Batemans Bay - South,12750,Eurobodalla,1,Ferry,0
101041018,Batemans Bay - South,12750,Eurobodalla,1,Tram,0
101041018,Batemans Bay - South,12750,Eurobodalla,1,Taxi,7
101041018,Batemans Bay - South,12750,Eurobodalla,1,"Car, as driver",1971
101041018,Batemans Bay - South,12750,Eurobodalla,1,"Car, as passenger",167
101041018,Batemans Bay - South,12750,Eurobodalla,1,Truck,41
101041018,Batemans Bay - South,12750,Eurobodalla,1,Motorbike/scooter,7
101041018,Batemans Bay - South,12750,Eurobodalla,1,Bicycle,17
101041018,Batemans Bay - South,12750,Eurobodalla,1,Walked only,68
101041018,Batemans Bay - South,12750,Eurobodalla,1,Other Mode,17
101041018,Batemans Bay - South,12750,Eurobodalla,1,Worked at home,144
101041018,Batemans Bay - South,12750,Eurobodalla,1,Did not go to work,334
101041018,Batemans Bay - South,12750,Eurobodalla,1,Not stated,47
101041018,Batemans Bay - South,12750,Eurobodalla,1,Not applicable,4302
101041018,Batemans Bay - South,12750,Eurobodalla,1,Total,7162
101041019,Bega - Tathra,10550,Bega Valley,1,Train,3
101041019,Bega - Tathra,10550,Bega Valley,1,Bus,16
101041019,Bega - Tathra,10550,Bega Valley,1,Ferry,4
101041019,Bega - Tathra,10550,Bega Valley,1,Tram,0
101041019,Bega - Tathra,10550,Bega Valley,1,Taxi,0
101041019,Bega - Tathra,10550,Bega Valley,1,"Car, as driver",2302
101041019,Bega - Tathra,10550,Bega Valley,1,"Car, as passenger",174
101041019,Bega - Tathra,10550,Bega Valley,1,Truck,48
101041019,Bega - Tathra,10550,Bega Valley,1,Motorbike/scooter,18
101041019,Bega - Tathra,10550,Bega Valley,1,Bicycle,28
101041019,Bega - Tathra,10550,Bega Valley,1,Walked only,220
101041019,Bega - Tathra,10550,Bega Valley,1,Other Mode,23
101041019,Bega - Tathra,10550,Bega Valley,1,Worked at home,178
101041019,Bega - Tathra,10550,Bega Valley,1,Did not go to work,442
101041019,Bega - Tathra,10550,Bega Valley,1,Not stated,26
101041019,Bega - Tathra,10550,Bega Valley,1,Not applicable,3375
101041019,Bega - Tathra,10550,Bega Valley,1,Total,6852
101041020,Bega-Eden Hinterland,10550,Bega Valley,0.9972606,Train,5
101041020,Bega-Eden Hinterland,10550,Bega Valley,0.9972606,Bus,27
101041020,Bega-Eden Hinterland,10550,Bega Valley,0.9972606,Ferry,0
101041020,Bega-Eden Hinterland,10550,Bega Valley,0.9972606,Tram,0
101041020,Bega-Eden Hinterland,10550,Bega Valley,0.9972606,Taxi,4
101041020,Bega-Eden Hinterland,10550,Bega Valley,0.9972606,"Car, as driver",2362
101041020,Bega-Eden Hinterland,10550,Bega Valley,0.9972606,"Car, as passenger",108
101041020,Bega-Eden Hinterland,10550,Bega Valley,0.9972606,Truck,58
101041020,Bega-Eden Hinterland,10550,Bega Valley,0.9972606,Motorbike/scooter,23
101041020,Bega-Eden Hinterland,10550,Bega Valley,0.9972606,Bicycle,11
101041020,Bega-Eden Hinterland,10550,Bega Valley,0.9972606,Walked only,128
101041020,Bega-Eden Hinterland,10550,Bega Valley,0.9972606,Other Mode,41
101041020,Bega-Eden Hinterland,10550,Bega Valley,0.9972606,Worked at home,426
101041020,Bega-Eden Hinterland,10550,Bega Valley,0.9972606,Did not go to work,447
101041020,Bega-Eden Hinterland,10550,Bega Valley,0.9972606,Not stated,62
101041020,Bega-Eden Hinterland,10550,Bega Valley,0.9972606,Not applicable,3630
101041020,Bega-Eden Hinterland,10550,Bega Valley,0.9972606,Total,7334
101041021,Broulee - Tomakin,12750,Eurobodalla,1,Train,0
101041021,Broulee - Tomakin,12750,Eurobodalla,1,Bus,4
101041021,Broulee - Tomakin,12750,Eurobodalla,1,Ferry,0
101041021,Broulee - Tomakin,12750,Eurobodalla,1,Tram,0
101041021,Broulee - Tomakin,12750,Eurobodalla,1,Taxi,0
101041021,Broulee - Tomakin,12750,Eurobodalla,1,"Car, as driver",862
101041021,Broulee - Tomakin,12750,Eurobodalla,1,"Car, as passenger",58
101041021,Broulee - Tomakin,12750,Eurobodalla,1,Truck,25
101041021,Broulee - Tomakin,12750,Eurobodalla,1,Motorbike/scooter,3
101041021,Broulee - Tomakin,12750,Eurobodalla,1,Bicycle,23
101041021,Broulee - Tomakin,12750,Eurobodalla,1,Walked only,44
101041021,Broulee - Tomakin,12750,Eurobodalla,1,Other Mode,9
101041021,Broulee - Tomakin,12750,Eurobodalla,1,Worked at home,72
101041021,Broulee - Tomakin,12750,Eurobodalla,1,Did not go to work,130
101041021,Broulee - Tomakin,12750,Eurobodalla,1,Not stated,13
101041021,Broulee - Tomakin,12750,Eurobodalla,1,Not applicable,1561
101041021,Broulee - Tomakin,12750,Eurobodalla,1,Total,2790
101041022,Deua - Wadbilliga,12750,Eurobodalla,0.9890813,Train,0
101041022,Deua - Wadbilliga,12750,Eurobodalla,0.9890813,Bus,0
101041022,Deua - Wadbilliga,12750,Eurobodalla,0.9890813,Ferry,0
101041022,Deua - Wadbilliga,12750,Eurobodalla,0.9890813,Tram,0
101041022,Deua - Wadbilliga,12750,Eurobodalla,0.9890813,Taxi,0
101041022,Deua - Wadbilliga,12750,Eurobodalla,0.9890813,"Car, as driver",5
101041022,Deua - Wadbilliga,12750,Eurobodalla,0.9890813,"Car, as passenger",0
101041022,Deua - Wadbilliga,12750,Eurobodalla,0.9890813,Truck,0
101041022,Deua - Wadbilliga,12750,Eurobodalla,0.9890813,Motorbike/scooter,0
101041022,Deua - Wadbilliga,12750,Eurobodalla,0.9890813,Bicycle,0
101041022,Deua - Wadbilliga,12750,Eurobodalla,0.9890813,Walked only,0
101041022,Deua - Wadbilliga,12750,Eurobodalla,0.9890813,Other Mode,0
101041022,Deua - Wadbilliga,12750,Eurobodalla,0.9890813,Worked at home,5
101041022,Deua - Wadbilliga,12750,Eurobodalla,0.9890813,Did not go to work,0
101041022,Deua - Wadbilliga,12750,Eurobodalla,0.9890813,Not stated,0
101041022,Deua - Wadbilliga,12750,Eurobodalla,0.9890813,Not applicable,15
101041022,Deua - Wadbilliga,12750,Eurobodalla,0.9890813,Total,25
101041023,Eden,10550,Bega Valley,1,Train,0
101041023,Eden,10550,Bega Valley,1,Bus,5
101041023,Eden,10550,Bega Valley,1,Ferry,0
101041023,Eden,10550,Bega Valley,1,Tram,0
101041023,Eden,10550,Bega Valley,1,Taxi,3
101041023,Eden,10550,Bega Valley,1,"Car, as driver",766
101041023,Eden,10550,Bega Valley,1,"Car, as passenger",54
101041023,Eden,10550,Bega Valley,1,Truck,24
101041023,Eden,10550,Bega Valley,1,Motorbike/scooter,0
101041023,Eden,10550,Bega Valley,1,Bicycle,0
101041023,Eden,10550,Bega Valley,1,Walked only,72
101041023,Eden,10550,Bega Valley,1,Other Mode,10
101041023,Eden,10550,Bega Valley,1,Worked at home,39
101041023,Eden,10550,Bega Valley,1,Did not go to work,144
101041023,Eden,10550,Bega Valley,1,Not stated,27
101041023,Eden,10550,Bega Valley,1,Not applicable,1565
101041023,Eden,10550,Bega Valley,1,Total,2717
101041024,Eurobodalla Hinterland,12750,Eurobodalla,0.9513458,Train,5
101041024,Eurobodalla Hinterland,12750,Eurobodalla,0.9513458,Bus,9
101041024,Eurobodalla Hinterland,12750,Eurobodalla,0.9513458,Ferry,0
101041024,Eurobodalla Hinterland,12750,Eurobodalla,0.9513458,Tram,0
101041024,Eurobodalla Hinterland,12750,Eurobodalla,0.9513458,Taxi,0
101041024,Eurobodalla Hinterland,12750,Eurobodalla,0.9513458,"Car, as driver",910
101041024,Eurobodalla Hinterland,12750,Eurobodalla,0.9513458,"Car, as passenger",47
101041024,Eurobodalla Hinterland,12750,Eurobodalla,0.9513458,Truck,29
101041024,Eurobodalla Hinterland,12750,Eurobodalla,0.9513458,Motorbike/scooter,5
101041024,Eurobodalla Hinterland,12750,Eurobodalla,0.9513458,Bicycle,5
101041024,Eurobodalla Hinterland,12750,Eurobodalla,0.9513458,Walked only,61
101041024,Eurobodalla Hinterland,12750,Eurobodalla,0.9513458,Other Mode,14
101041024,Eurobodalla Hinterland,12750,Eurobodalla,0.9513458,Worked at home,145
101041024,Eurobodalla Hinterland,12750,Eurobodalla,0.9513458,Did not go to work,158
101041024,Eurobodalla Hinterland,12750,Eurobodalla,0.9513458,Not stated,16
101041024,Eurobodalla Hinterland,12750,Eurobodalla,0.9513458,Not applicable,1423
101041024,Eurobodalla Hinterland,12750,Eurobodalla,0.9513458,Total,2823
101041025,Merimbula - Tura Beach,10550,Bega Valley,1,Train,7
101041025,Merimbula - Tura Beach,10550,Bega Valley,1,Bus,19
101041025,Merimbula - Tura Beach,10550,Bega Valley,1,Ferry,0
101041025,Merimbula - Tura Beach,10550,Bega Valley,1,Tram,0
101041025,Merimbula - Tura Beach,10550,Bega Valley,1,Taxi,9
101041025,Merimbula - Tura Beach,10550,Bega Valley,1,"Car, as driver",2745
101041025,Merimbula - Tura Beach,10550,Bega Valley,1,"Car, as passenger",176
101041025,Merimbula - Tura Beach,10550,Bega Valley,1,Truck,39
101041025,Merimbula - Tura Beach,10550,Bega Valley,1,Motorbike/scooter,18
101041025,Merimbula - Tura Beach,10550,Bega Valley,1,Bicycle,16
101041025,Merimbula - Tura Beach,10550,Bega Valley,1,Walked only,190
101041025,Merimbula - Tura Beach,10550,Bega Valley,1,Other Mode,31
101041025,Merimbula - Tura Beach,10550,Bega Valley,1,Worked at home,264
101041025,Merimbula - Tura Beach,10550,Bega Valley,1,Did not go to work,540
101041025,Merimbula - Tura Beach,10550,Bega Valley,1,Not stated,48
101041025,Merimbula - Tura Beach,10550,Bega Valley,1,Not applicable,5055
101041025,Merimbula - Tura Beach,10550,Bega Valley,1,Total,9154
101041026,Moruya - Tuross Head,12750,Eurobodalla,1,Train,0
101041026,Moruya - Tuross Head,12750,Eurobodalla,1,Bus,25
101041026,Moruya - Tuross Head,12750,Eurobodalla,1,Ferry,0
101041026,Moruya - Tuross Head,12750,Eurobodalla,1,Tram,0
101041026,Moruya - Tuross Head,12750,Eurobodalla,1,Taxi,0
101041026,Moruya - Tuross Head,12750,Eurobodalla,1,"Car, as driver",1962
101041026,Moruya - Tuross Head,12750,Eurobodalla,1,"Car, as passenger",137
101041026,Moruya - Tuross Head,12750,Eurobodalla,1,Truck,52
101041026,Moruya - Tuross Head,12750,Eurobodalla,1,Motorbike/scooter,14
101041026,Moruya - Tuross Head,12750,Eurobodalla,1,Bicycle,25
101041026,Moruya - Tuross Head,12750,Eurobodalla,1,Walked only,103
101041026,Moruya - Tuross Head,12750,Eurobodalla,1,Other Mode,21
101041026,Moruya - Tuross Head,12750,Eurobodalla,1,Worked at home,165
101041026,Moruya - Tuross Head,12750,Eurobodalla,1,Did not go to work,328
101041026,Moruya - Tuross Head,12750,Eurobodalla,1,Not stated,49
101041026,Moruya - Tuross Head,12750,Eurobodalla,1,Not applicable,4016
101041026,Moruya - Tuross Head,12750,Eurobodalla,1,Total,6893
101041027,Narooma - Bermagui,12750,Eurobodalla,0.7507112,Train,3
101041027,Narooma - Bermagui,12750,Eurobodalla,0.7507112,Bus,12
101041027,Narooma - Bermagui,12750,Eurobodalla,0.7507112,Ferry,0
101041027,Narooma - Bermagui,12750,Eurobodalla,0.7507112,Tram,0
101041027,Narooma - Bermagui,12750,Eurobodalla,0.7507112,Taxi,0
101041027,Narooma - Bermagui,12750,Eurobodalla,0.7507112,"Car, as driver",1798
101041027,Narooma - Bermagui,12750,Eurobodalla,0.7507112,"Car, as passenger",107
101041027,Narooma - Bermagui,12750,Eurobodalla,0.7507112,Truck,54
101041027,Narooma - Bermagui,12750,Eurobodalla,0.7507112,Motorbike/scooter,19
101041027,Narooma - Bermagui,12750,Eurobodalla,0.7507112,Bicycle,12
101041027,Narooma - Bermagui,12750,Eurobodalla,0.7507112,Walked only,136
101041027,Narooma - Bermagui,12750,Eurobodalla,0.7507112,Other Mode,27
101041027,Narooma - Bermagui,12750,Eurobodalla,0.7507112,Worked at home,247
101041027,Narooma - Bermagui,12750,Eurobodalla,0.7507112,Did not go to work,386
101041027,Narooma - Bermagui,12750,Eurobodalla,0.7507112,Not stated,51
101041027,Narooma - Bermagui,12750,Eurobodalla,0.7507112,Not applicable,4986
101041027,Narooma - Bermagui,12750,Eurobodalla,0.7507112,Total,7831
101051539,Goulburn,13310,Goulburn Mulwaree,1,Train,30
101051539,Goulburn,13310,Goulburn Mulwaree,1,Bus,55
101051539,Goulburn,13310,Goulburn Mulwaree,1,Ferry,0
101051539,Goulburn,13310,Goulburn Mulwaree,1,Tram,0
101051539,Goulburn,13310,Goulburn Mulwaree,1,Taxi,40
101051539,Goulburn,13310,Goulburn Mulwaree,1,"Car, as driver",6946
101051539,Goulburn,13310,Goulburn Mulwaree,1,"Car, as passenger",680
101051539,Goulburn,13310,Goulburn Mulwaree,1,Truck,117
101051539,Goulburn,13310,Goulburn Mulwaree,1,Motorbike/scooter,43
101051539,Goulburn,13310,Goulburn Mulwaree,1,Bicycle,29
101051539,Goulburn,13310,Goulburn Mulwaree,1,Walked only,330
101051539,Goulburn,13310,Goulburn Mulwaree,1,Other Mode,40
101051539,Goulburn,13310,Goulburn Mulwaree,1,Worked at home,255
101051539,Goulburn,13310,Goulburn Mulwaree,1,Did not go to work,1030
101051539,Goulburn,13310,Goulburn Mulwaree,1,Not stated,112
101051539,Goulburn,13310,Goulburn Mulwaree,1,Not applicable,9032
101051539,Goulburn,13310,Goulburn Mulwaree,1,Total,18738
