SA2_CODE,SA2,Mode,Persons
101041018,Batemans Bay - South,Bus,33
101041018,Batemans Bay - South,Ferry,0
101041018,Batemans Bay - South,Tram,0
101041018,Batemans Bay - South,Taxi,7
101041018,Batemans Bay - South,"Car, as driver",1971
101041018,Batemans Bay - South,"Car, as passenger",167
101041018,Batemans Bay - South,Truck,41
101041018,Batemans Bay - South,Motorbike/scooter,7
101041018,Batemans Bay - South,Bicycle,17
101041018,Batemans Bay - South,Walked only,68
101041018,Batemans Bay - South,Worked at home,144
101041019,Bega - Tathra,Train,3
101041019,Bega - Tathra,Bus,16
101041019,Bega - Tathra,Ferry,4
101041019,Bega - Tathra,Tram,0
101041019,Bega - Tathra,Taxi,0
101041019,Bega - Tathra,"Car, as driver",2302
101041019,Bega - Tathra,"Car, as passenger",174
101041019,Bega - Tathra,Truck,48
101041019,Bega - Tathra,Motorbike/scooter,18
101041019,Bega - Tathra,Bicycle,28
101041019,Bega - Tathra,Walked only,220
101041019,Bega - Tathra,Worked at home,178
101041020,Bega-Eden Hinterland,Train,5
101041020,Bega-Eden Hinterland,Bus,27
101041020,Bega-Eden Hinterland,Ferry,0
101041020,Bega-Eden Hinterland,Tram,0
101041020,Bega-Eden Hinterland,Taxi,4
101041020,Bega-Eden Hinterland,"Car, as driver",2362
101041020,Bega-Eden Hinterland,"Car, as passenger",108
101041020,Bega-Eden Hinterland,Truck,58
101041020,Bega-Eden Hinterland,Motorbike/scooter,23
101041020,Bega-Eden Hinterland,Bicycle,11
101041020,Bega-Eden Hinterland,Walked only,128
101041020,Bega-Eden Hinterland,Worked at home,426
101041021,Broulee - Tomakin,Train,0
101041021,Broulee - Tomakin,Bus,4
101041021,Broulee - Tomakin,Ferry,0
101041021,Broulee - Tomakin,Tram,0
101041021,Broulee - Tomakin,Taxi,0
101041021,Broulee - Tomakin,"Car, as driver",862
101041021,Broulee - Tomakin,"Car, as passenger",58
101041021,Broulee - Tomakin,Truck,25
101041021,Broulee - Tomakin,Motorbike/scooter,3
101041021,Broulee - Tomakin,Bicycle,23
101041021,Broulee - Tomakin,Walked only,44
101041021,Broulee - Tomakin,Worked at home,72
101041022,Deua - Wadbilliga,Train,0
101041022,Deua - Wadbilliga,Bus,0
101041022,Deua - Wadbilliga,Ferry,0
101041022,Deua - Wadbilliga,Tram,0
101041022,Deua - Wadbilliga,Taxi,0
101041022,Deua - Wadbilliga,"Car, as driver",5
101041022,Deua - Wadbilliga,"Car, as passenger",0
101041022,Deua - Wadbilliga,Truck,0
101041022,Deua - Wadbilliga,Motorbike/scooter,0
101041022,Deua - Wadbilliga,Bicycle,0
101041022,Deua - Wadbilliga,Walked only,0
101041022,Deua - Wadbilliga,Worked at home,5
101041023,Eden,Train,0
101041023,Eden,Bus,5
101041023,Eden,Ferry,0
101041023,Eden,Tram,0
101041023,Eden,Taxi,3
101041023,Eden,"Car, as driver",766
101041023,Eden,"Car, as passenger",54
101041023,Eden,Truck,24
101041023,Eden,Motorbike/scooter,0
101041023,Eden,Bicycle,0
101041023,Eden,Walked only,72
101041023,Eden,Worked at home,39
101041024,Eurobodalla Hinterland,Train,5
101041024,Eurobodalla Hinterland,Bus,9
101041024,Eurobodalla Hinterland,Ferry,0
101041024,Eurobodalla Hinterland,Tram,0
101041024,Eurobodalla Hinterland,Taxi,0
101041024,Eurobodalla Hinterland,"Car, as driver",910
101041024,Eurobodalla Hinterland,"Car, as passenger",47
101041024,Eurobodalla Hinterland,Truck,29
101041024,Eurobodalla Hinterland,Motorbike/scooter,5
101041024,Eurobodalla Hinterland,Bicycle,5
101041024,Eurobodalla Hinterland,Walked only,61
101041024,Eurobodalla Hinterland,Worked at home,145
101041025,Merimbula - Tura Beach,Train,7
101041025,Merimbula - Tura Beach,Bus,19
101041025,Merimbula - Tura Beach,Ferry,0
101041025,Merimbula - Tura Beach,Tram,0
101041025,Merimbula - Tura Beach,Taxi,9
101041025,Merimbula - Tura Beach,"Car, as driver",2745
101041025,Merimbula - Tura Beach,"Car, as passenger",176
101041025,Merimbula - Tura Beach,Truck,39
101041025,Merimbula - Tura Beach,Motorbike/scooter,18
101041025,Merimbula - Tura Beach,Bicycle,16
101041025,Merimbula - Tura Beach,Walked only,190
101041025,Merimbula - Tura Beach,Worked at home,264
101041026,Moruya - Tuross Head,Train,0
101041026,Moruya - Tuross Head,Bus,25
101041026,Moruya - Tuross Head,Ferry,0
101041026,Moruya - Tuross Head,Tram,0
101041026,Moruya - Tuross Head,Taxi,0
101041026,Moruya - Tuross Head,"Car, as driver",1962
101041026,Moruya - Tuross Head,"Car, as passenger",137
101041026,Moruya - Tuross Head,Truck,52
101041026,Moruya - Tuross Head,Motorbike/scooter,14
101041026,Moruya - Tuross Head,Bicycle,25
101041026,Moruya - Tuross Head,Walked only,103
101041026,Moruya - Tuross Head,Worked at home,165
101041027,Narooma - Bermagui,Train,3
101041027,Narooma - Bermagui,Bus,12
101041027,Narooma - Bermagui,Ferry,0
101041027,Narooma - Bermagui,Tram,0
101041027,Narooma - Bermagui,Taxi,0
101041027,Narooma - Bermagui,"Car, as driver",1798
101041027,Narooma - Bermagui,"Car, as passenger",107
101041027,Narooma - Bermagui,Truck,54
101041027,Narooma - Bermagui,Motorbike/scooter,19
101041027,Narooma - Bermagui,Bicycle,12
101041027,Narooma - Bermagui,Walked only,136
101041027,Narooma - Bermagui,Worked at home,247
101051539,Goulburn,Train,30
101051539,Goulburn,Bus,55
101051539,Goulburn,Ferry,0
101051539,Goulburn,Tram,0
101051539,Goulburn,Taxi,40
101051539,Goulburn,"Car, as driver",6946
101051539,Goulburn,"Car, as passenger",680
101051539,Goulburn,Truck,117
101051539,Goulburn,Motorbike/scooter,43
101051539,Goulburn,Bicycle,29
101051539,Goulburn,Walked only,330
101051539,Goulburn,Worked at home,255
101051540,Goulburn Region,Train,23
101051540,Goulburn Region,Bus,19
101051540,Goulburn Region,Ferry,7
101051540,Goulburn Region,Tram,0
101051540,Goulburn Region,Taxi,3
101051540,Goulburn Region,"Car, as driver",3499
101051540,Goulburn Region,"Car, as passenger",233
101051540,Goulburn Region,Truck,154
101051540,Goulburn Region,Motorbike/scooter,44
101051540,Goulburn Region,Bicycle,6
101051540,Goulburn Region,Walked only,200
101051540,Goulburn Region,Worked at home,739
101061541,Yass,Train,4
101061541,Yass,Bus,44
101061541,Yass,Ferry,0
101061541,Yass,Tram,0
101061541,Yass,Taxi,5
101061541,Yass,"Car, as driver",1973
101061541,Yass,"Car, as passenger",172
101061541,Yass,Truck,60
101061541,Yass,Motorbike/scooter,8
101061541,Yass,Bicycle,5
101061541,Yass,Walked only,115
101061541,Yass,Worked at home,131
101061542,Yass Region,Train,10
101061542,Yass Region,Bus,71
101061542,Yass Region,Ferry,0
101061542,Yass Region,Tram,0
101061542,Yass Region,Taxi,4
101061542,Yass Region,"Car, as driver",3848
101061542,Yass Region,"Car, as passenger",313
101061542,Yass Region,Truck,141
101061542,Yass Region,Motorbike/scooter,54
101061542,Yass Region,Bicycle,6
101061542,Yass Region,Walked only,186
101061542,Yass Region,Worked at home,642
101061543,Young,Train,4
101061543,Young,Bus,11
101061543,Young,Ferry,0
101061543,Young,Tram,0
101061543,Young,Taxi,16
101061543,Young,"Car, as driver",2924
101061543,Young,"Car, as passenger",245
101061543,Young,Truck,80
101061543,Young,Motorbike/scooter,9
101061543,Young,Bicycle,6
101061543,Young,Walked only,182
101061543,Young,Worked at home,191
101061544,Young Region,Train,3
101061544,Young Region,Bus,9
101061544,Young Region,Ferry,0
101061544,Young Region,Tram,0
101061544,Young Region,Taxi,4
101061544,Young Region,"Car, as driver",1775
101061544,Young Region,"Car, as passenger",123
101061544,Young Region,Truck,96
101061544,Young Region,Motorbike/scooter,17
101061544,Young Region,Bicycle,4
101061544,Young Region,Walked only,226
101061544,Young Region,Worked at home,454
102011028,Avoca Beach - Copacabana,Train,241
102011028,Avoca Beach - Copacabana,Bus,22
102011028,Avoca Beach - Copacabana,Ferry,11
102011028,Avoca Beach - Copacabana,Tram,0
102011028,Avoca Beach - Copacabana,Taxi,5
102011028,Avoca Beach - Copacabana,"Car, as driver",2377
102011028,Avoca Beach - Copacabana,"Car, as passenger",115
102011028,Avoca Beach - Copacabana,Truck,29
102011028,Avoca Beach - Copacabana,Motorbike/scooter,16
102011028,Avoca Beach - Copacabana,Bicycle,6
102011028,Avoca Beach - Copacabana,Walked only,36
102011028,Avoca Beach - Copacabana,Worked at home,314
102011029,Box Head - MacMasters Beach,Train,537
102011029,Box Head - MacMasters Beach,Bus,27
102011029,Box Head - MacMasters Beach,Ferry,18
102011029,Box Head - MacMasters Beach,Tram,0
102011029,Box Head - MacMasters Beach,Taxi,8
102011029,Box Head - MacMasters Beach,"Car, as driver",2827
102011029,Box Head - MacMasters Beach,"Car, as passenger",155
102011029,Box Head - MacMasters Beach,Truck,52
102011029,Box Head - MacMasters Beach,Motorbike/scooter,17
102011029,Box Head - MacMasters Beach,Bicycle,12
102011029,Box Head - MacMasters Beach,Walked only,41
102011029,Box Head - MacMasters Beach,Worked at home,402
102011030,Calga - Kulnura,Train,113
102011030,Calga - Kulnura,Bus,7
102011030,Calga - Kulnura,Ferry,8
102011030,Calga - Kulnura,Tram,0
102011030,Calga - Kulnura,Taxi,3
102011030,Calga - Kulnura,"Car, as driver",1195
102011030,Calga - Kulnura,"Car, as passenger",68
102011030,Calga - Kulnura,Truck,54
102011030,Calga - Kulnura,Motorbike/scooter,16
102011030,Calga - Kulnura,Bicycle,0
102011030,Calga - Kulnura,Walked only,143
102011030,Calga - Kulnura,Worked at home,341
102011031,Erina - Green Point,Train,405
102011031,Erina - Green Point,Bus,45
102011031,Erina - Green Point,Ferry,11
102011031,Erina - Green Point,Tram,0
102011031,Erina - Green Point,Taxi,5
102011031,Erina - Green Point,"Car, as driver",3589
102011031,Erina - Green Point,"Car, as passenger",260
102011031,Erina - Green Point,Truck,61
102011031,Erina - Green Point,Motorbike/scooter,23
102011031,Erina - Green Point,Bicycle,22
102011031,Erina - Green Point,Walked only,120
102011031,Erina - Green Point,Worked at home,441
102011032,Gosford - Springfield,Train,1085
102011032,Gosford - Springfield,Bus,177
102011032,Gosford - Springfield,Ferry,4
102011032,Gosford - Springfield,Tram,0
102011032,Gosford - Springfield,Taxi,6
102011032,Gosford - Springfield,"Car, as driver",5111
102011032,Gosford - Springfield,"Car, as passenger",383
102011032,Gosford - Springfield,Truck,46
102011032,Gosford - Springfield,Motorbike/scooter,45
102011032,Gosford - Springfield,Bicycle,32
102011032,Gosford - Springfield,Walked only,307
102011032,Gosford - Springfield,Worked at home,373
102011033,Kariong,Train,237
102011033,Kariong,Bus,33
102011033,Kariong,Ferry,0
102011033,Kariong,Tram,0
102011033,Kariong,Taxi,5
102011033,Kariong,"Car, as driver",2164
102011033,Kariong,"Car, as passenger",170
102011033,Kariong,Truck,34
102011033,Kariong,Motorbike/scooter,17
102011033,Kariong,Bicycle,5
102011033,Kariong,Walked only,24
102011033,Kariong,Worked at home,129
102011034,Kincumber - Picketts Valley,Train,194
102011034,Kincumber - Picketts Valley,Bus,26
102011034,Kincumber - Picketts Valley,Ferry,5
102011034,Kincumber - Picketts Valley,Tram,0
102011034,Kincumber - Picketts Valley,Taxi,3
102011034,Kincumber - Picketts Valley,"Car, as driver",1988
102011034,Kincumber - Picketts Valley,"Car, as passenger",104
102011034,Kincumber - Picketts Valley,Truck,27
102011034,Kincumber - Picketts Valley,Motorbike/scooter,10
102011034,Kincumber - Picketts Valley,Bicycle,6
102011034,Kincumber - Picketts Valley,Walked only,44
102011034,Kincumber - Picketts Valley,Worked at home,137
102011035,Narara,Train,386
102011035,Narara,Bus,38
102011035,Narara,Ferry,0
102011035,Narara,Tram,0
102011035,Narara,Taxi,9
102011035,Narara,"Car, as driver",2091
102011035,Narara,"Car, as passenger",156
102011035,Narara,Truck,23
102011035,Narara,Motorbike/scooter,22
102011035,Narara,Bicycle,8
102011035,Narara,Walked only,12
102011035,Narara,Worked at home,135
102011036,Niagara Park - Lisarow,Train,366
102011036,Niagara Park - Lisarow,Bus,23
102011036,Niagara Park - Lisarow,Ferry,0
102011036,Niagara Park - Lisarow,Tram,0
102011036,Niagara Park - Lisarow,Taxi,3
102011036,Niagara Park - Lisarow,"Car, as driver",2545
102011036,Niagara Park - Lisarow,"Car, as passenger",196
102011036,Niagara Park - Lisarow,Truck,40
102011036,Niagara Park - Lisarow,Motorbike/scooter,14
102011036,Niagara Park - Lisarow,Bicycle,6
102011036,Niagara Park - Lisarow,Walked only,49
102011036,Niagara Park - Lisarow,Worked at home,180
102011037,Point Clare - Koolewong,Train,529
102011037,Point Clare - Koolewong,Bus,40
102011037,Point Clare - Koolewong,Ferry,4
102011037,Point Clare - Koolewong,Tram,0
102011037,Point Clare - Koolewong,Taxi,3
102011037,Point Clare - Koolewong,"Car, as driver",1541
102011037,Point Clare - Koolewong,"Car, as passenger",121
102011037,Point Clare - Koolewong,Truck,16
102011037,Point Clare - Koolewong,Motorbike/scooter,17
102011037,Point Clare - Koolewong,Bicycle,15
102011037,Point Clare - Koolewong,Walked only,28
102011037,Point Clare - Koolewong,Worked at home,163
102011038,Saratoga - Davistown,Train,159
102011038,Saratoga - Davistown,Bus,39
102011038,Saratoga - Davistown,Ferry,3
102011038,Saratoga - Davistown,Tram,0
102011038,Saratoga - Davistown,Taxi,0
102011038,Saratoga - Davistown,"Car, as driver",2245
102011038,Saratoga - Davistown,"Car, as passenger",114
102011038,Saratoga - Davistown,Truck,38
102011038,Saratoga - Davistown,Motorbike/scooter,10
102011038,Saratoga - Davistown,Bicycle,9
102011038,Saratoga - Davistown,Walked only,36
102011038,Saratoga - Davistown,Worked at home,177
102011039,Terrigal - North Avoca,Train,396
102011039,Terrigal - North Avoca,Bus,71
102011039,Terrigal - North Avoca,Ferry,3
102011039,Terrigal - North Avoca,Tram,0
102011039,Terrigal - North Avoca,Taxi,8
102011039,Terrigal - North Avoca,"Car, as driver",4412
102011039,Terrigal - North Avoca,"Car, as passenger",280
102011039,Terrigal - North Avoca,Truck,71
102011039,Terrigal - North Avoca,Motorbike/scooter,20
102011039,Terrigal - North Avoca,Bicycle,14
102011039,Terrigal - North Avoca,Walked only,114
102011039,Terrigal - North Avoca,Worked at home,466
102011040,Umina - Booker Bay - Patonga,Train,1486
102011040,Umina - Booker Bay - Patonga,Bus,149
102011040,Umina - Booker Bay - Patonga,Ferry,40
102011040,Umina - Booker Bay - Patonga,Tram,4
102011040,Umina - Booker Bay - Patonga,Taxi,14
102011040,Umina - Booker Bay - Patonga,"Car, as driver",5060
102011040,Umina - Booker Bay - Patonga,"Car, as passenger",424
102011040,Umina - Booker Bay - Patonga,Truck,76
102011040,Umina - Booker Bay - Patonga,Motorbike/scooter,38
102011040,Umina - Booker Bay - Patonga,Bicycle,43
102011040,Umina - Booker Bay - Patonga,Walked only,195
102011040,Umina - Booker Bay - Patonga,Worked at home,496
102011041,Wamberal - Forresters Beach,Train,202
102011041,Wamberal - Forresters Beach,Bus,50
102011041,Wamberal - Forresters Beach,Ferry,0
102011041,Wamberal - Forresters Beach,Tram,0
102011041,Wamberal - Forresters Beach,Taxi,6
102011041,Wamberal - Forresters Beach,"Car, as driver",3175
102011041,Wamberal - Forresters Beach,"Car, as passenger",188
102011041,Wamberal - Forresters Beach,Truck,55
102011041,Wamberal - Forresters Beach,Motorbike/scooter,19
102011041,Wamberal - Forresters Beach,Bicycle,9
102011041,Wamberal - Forresters Beach,Walked only,31
102011041,Wamberal - Forresters Beach,Worked at home,323
102011042,Woy Woy - Blackwall,Train,1128
102011042,Woy Woy - Blackwall,Bus,66
102011042,Woy Woy - Blackwall,Ferry,6
102011042,Woy Woy - Blackwall,Tram,0
102011042,Woy Woy - Blackwall,Taxi,4
102011042,Woy Woy - Blackwall,"Car, as driver",2705
102011042,Woy Woy - Blackwall,"Car, as passenger",238
102011042,Woy Woy - Blackwall,Truck,43
102011042,Woy Woy - Blackwall,Motorbike/scooter,13
102011042,Woy Woy - Blackwall,Bicycle,23
102011042,Woy Woy - Blackwall,Walked only,133
102011042,Woy Woy - Blackwall,Worked at home,231
102011043,Wyoming,Train,489
102011043,Wyoming,Bus,81
102011043,Wyoming,Ferry,0
102011043,Wyoming,Tram,0
102011043,Wyoming,Taxi,11
102011043,Wyoming,"Car, as driver",3001
102011043,Wyoming,"Car, as passenger",209
102011043,Wyoming,Truck,37
102011043,Wyoming,Motorbike/scooter,30
102011043,Wyoming,Bicycle,11
102011043,Wyoming,Walked only,74
102011043,Wyoming,Worked at home,171
102021044,Bateau Bay - Killarney Vale,Train,301
102021044,Bateau Bay - Killarney Vale,Bus,143
102021044,Bateau Bay - Killarney Vale,Ferry,3
102021044,Bateau Bay - Killarney Vale,Tram,0
102021044,Bateau Bay - Killarney Vale,Taxi,7
102021044,Bateau Bay - Killarney Vale,"Car, as driver",6662
102021044,Bateau Bay - Killarney Vale,"Car, as passenger",426
102021044,Bateau Bay - Killarney Vale,Truck,113
102021044,Bateau Bay - Killarney Vale,Motorbike/scooter,39
102021044,Bateau Bay - Killarney Vale,Bicycle,31
102021044,Bateau Bay - Killarney Vale,Walked only,129
102021044,Bateau Bay - Killarney Vale,Worked at home,355
102021045,Blue Haven - San Remo,Train,123
102021045,Blue Haven - San Remo,Bus,44
102021045,Blue Haven - San Remo,Ferry,0
102021045,Blue Haven - San Remo,Tram,0
102021045,Blue Haven - San Remo,Taxi,0
102021045,Blue Haven - San Remo,"Car, as driver",3323
102021045,Blue Haven - San Remo,"Car, as passenger",292
102021045,Blue Haven - San Remo,Truck,52
102021045,Blue Haven - San Remo,Motorbike/scooter,24
102021045,Blue Haven - San Remo,Bicycle,4
102021045,Blue Haven - San Remo,Walked only,25
102021045,Blue Haven - San Remo,Worked at home,110
102021046,Budgewoi - Buff Point - Halekulani,Train,69
102021046,Budgewoi - Buff Point - Halekulani,Bus,30
102021046,Budgewoi - Buff Point - Halekulani,Ferry,0
102021046,Budgewoi - Buff Point - Halekulani,Tram,0
102021046,Budgewoi - Buff Point - Halekulani,Taxi,0
102021046,Budgewoi - Buff Point - Halekulani,"Car, as driver",2580
102021046,Budgewoi - Buff Point - Halekulani,"Car, as passenger",155
102021046,Budgewoi - Buff Point - Halekulani,Truck,55
102021046,Budgewoi - Buff Point - Halekulani,Motorbike/scooter,16
102021046,Budgewoi - Buff Point - Halekulani,Bicycle,10
102021046,Budgewoi - Buff Point - Halekulani,Walked only,50
102021046,Budgewoi - Buff Point - Halekulani,Worked at home,111
102021047,Chittaway Bay - Tumbi Umbi,Train,296
102021047,Chittaway Bay - Tumbi Umbi,Bus,63
102021047,Chittaway Bay - Tumbi Umbi,Ferry,0
102021047,Chittaway Bay - Tumbi Umbi,Tram,0
102021047,Chittaway Bay - Tumbi Umbi,Taxi,11
102021047,Chittaway Bay - Tumbi Umbi,"Car, as driver",5165
102021047,Chittaway Bay - Tumbi Umbi,"Car, as passenger",351
102021047,Chittaway Bay - Tumbi Umbi,Truck,86
102021047,Chittaway Bay - Tumbi Umbi,Motorbike/scooter,23
102021047,Chittaway Bay - Tumbi Umbi,Bicycle,33
102021047,Chittaway Bay - Tumbi Umbi,Walked only,59
102021047,Chittaway Bay - Tumbi Umbi,Worked at home,314
102021048,Gorokan - Kanwal - Charmhaven,Train,312
102021048,Gorokan - Kanwal - Charmhaven,Bus,126
102021048,Gorokan - Kanwal - Charmhaven,Ferry,5
102021048,Gorokan - Kanwal - Charmhaven,Tram,5
102021048,Gorokan - Kanwal - Charmhaven,Taxi,7
102021048,Gorokan - Kanwal - Charmhaven,"Car, as driver",5696
102021048,Gorokan - Kanwal - Charmhaven,"Car, as passenger",449
102021048,Gorokan - Kanwal - Charmhaven,Truck,134
102021048,Gorokan - Kanwal - Charmhaven,Motorbike/scooter,43
102021048,Gorokan - Kanwal - Charmhaven,Bicycle,28
102021048,Gorokan - Kanwal - Charmhaven,Walked only,133
102021048,Gorokan - Kanwal - Charmhaven,Worked at home,259
102021049,Jilliby - Yarramalong,Train,52
102021049,Jilliby - Yarramalong,Bus,4
102021049,Jilliby - Yarramalong,Ferry,0
102021049,Jilliby - Yarramalong,Tram,0
102021049,Jilliby - Yarramalong,Taxi,0
102021049,Jilliby - Yarramalong,"Car, as driver",1100
102021049,Jilliby - Yarramalong,"Car, as passenger",65
102021049,Jilliby - Yarramalong,Truck,28
102021049,Jilliby - Yarramalong,Motorbike/scooter,4
102021049,Jilliby - Yarramalong,Bicycle,0
102021049,Jilliby - Yarramalong,Walked only,29
102021049,Jilliby - Yarramalong,Worked at home,165
102021050,Lake Munmorah - Mannering Park,Train,77
102021050,Lake Munmorah - Mannering Park,Bus,26
102021050,Lake Munmorah - Mannering Park,Ferry,0
102021050,Lake Munmorah - Mannering Park,Tram,5
102021050,Lake Munmorah - Mannering Park,Taxi,0
102021050,Lake Munmorah - Mannering Park,"Car, as driver",2911
102021050,Lake Munmorah - Mannering Park,"Car, as passenger",172
102021050,Lake Munmorah - Mannering Park,Truck,57
102021050,Lake Munmorah - Mannering Park,Motorbike/scooter,14
102021050,Lake Munmorah - Mannering Park,Bicycle,0
102021050,Lake Munmorah - Mannering Park,Walked only,48
102021050,Lake Munmorah - Mannering Park,Worked at home,153
102021051,Ourimbah - Fountaindale,Train,173
102021051,Ourimbah - Fountaindale,Bus,15
102021051,Ourimbah - Fountaindale,Ferry,0
102021051,Ourimbah - Fountaindale,Tram,0
102021051,Ourimbah - Fountaindale,Taxi,0
102021051,Ourimbah - Fountaindale,"Car, as driver",1682
102021051,Ourimbah - Fountaindale,"Car, as passenger",101
102021051,Ourimbah - Fountaindale,Truck,20
102021051,Ourimbah - Fountaindale,Motorbike/scooter,13
102021051,Ourimbah - Fountaindale,Bicycle,5
102021051,Ourimbah - Fountaindale,Walked only,31
102021051,Ourimbah - Fountaindale,Worked at home,123
102021052,Summerland Point - Gwandalan,Train,31
102021052,Summerland Point - Gwandalan,Bus,22
102021052,Summerland Point - Gwandalan,Ferry,0
102021052,Summerland Point - Gwandalan,Tram,0
102021052,Summerland Point - Gwandalan,Taxi,0
102021052,Summerland Point - Gwandalan,"Car, as driver",1780
102021052,Summerland Point - Gwandalan,"Car, as passenger",107
102021052,Summerland Point - Gwandalan,Truck,26
102021052,Summerland Point - Gwandalan,Motorbike/scooter,6
